class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,15554,98,84,0,0,0,0,0,1708,802492,417686,18056,4062,0,0,486718,4414,0,0,21690,36488,1035424,900728,261104,130162,0,0,0,0,282,958,0,0,0,0,0,0,2490,510948,730566,0,1002,1180,1402,1612,1085818,152990,0,0,0,0,414604,480638,184758,65428,33250,19300,13790,14040,16260,1936,1318532,860,588,1766,2,486718,15376,92754,167470,232860,,,25500,15554.38,1318532,1318532,1318040,5311,0,9092,106020,1244004,1209600,40178,2,50,0,894095.04,105908.16,241939.2,2,202,0,328,178920,943224,106518,12898,1922,194,0,0,4,8,1318532,1842,258,181006,116220,860238,83808,632,0,0,0,60,1738,903372,319940,0,60,0,0,906334,1726,542,0,0,1300,106544,0,0,0,0,8708,3008,614,2034358,280498,43964,5710,3454200,347004,1217496,9250,0,0,0,494.26,618,359720,182586,154132,58994,124474,55608,74106,233446,932,6,0,0
neg,8,6,6,0,0,0,0,0,0,934,3424,2574,0,0,0,1418,0,0,0,416,648,3798,2278,11344,574,0,0,0,0,20,16,0,0,0,0,0,0,0,0,6932,0,80,10,6,1940,542,1498,2856,0,0,0,4742,334,102,172,206,48,1082,246,0,0,15582,0,2,0,0,1418,114,9448,1824,,,,11200,7.15,15582,15582,18926,51,0,1488,15420,6974,1209600,208,2,8,0,1974.72,0,2513.28,2,12,0,0,928,1798,2006,1864,336,0,0,0,0,6,15582,2502,2,18,4,1186,2910,310,0,0,0,4,20,2436,76,0,0,0,0,2566,40,76,0,0,0,0,0,0,0,0,134,0,0,0,0,20,6,3660,352,0,0,0,0,0,108.68,46,5268,1560,36,6,14,10,8,30,0,0,0,0
neg,2178,26,20,0,0,0,0,0,10,75344,71552,12378,0,0,0,67588,0,0,0,3298,4574,145278,121218,71470,11676,0,0,0,0,86,10,0,0,0,0,0,0,0,50330,108954,0,2228,530,766,1700,3092,138134,8786,4048,0,0,62140,30058,23092,13178,16556,7792,3270,1624,538,1036,220186,64,56,194,2,67588,2018,44576,25380,,,,69640,2178.82,220186,220186,218082,761,0,20976,218680,159526,1209600,3074,0,50,0,111903.36,13041.6,33003.84,18,182,0,0,9534,45410,47124,21226,31224,4764,2,0,12,16,220186,1668,94,2028,9066,4742,28034,108726,4766,154,6,38,20,114510,46384,0,110,0,0,117428,278,604,470,16018,0,0,0,0,0,0,1830,450,78,0,0,2216,406,0,0,0,0,0,0,1176550,414.9,294,48578,14010,11182,5862,16530,16240,12548,34226,108,0,0,0
neg,1118,48,36,0,0,0,0,0,1296,42186,52586,13310,0,0,0,40456,0,0,0,2730,5346,97212,85372,49980,5696,0,0,0,0,68,50,0,0,0,0,0,0,0,23818,85560,0,1750,324,862,2006,2410,74558,21762,5706,0,0,62768,29780,8690,3542,2150,1196,816,196,78,162,150036,12,16,14,0,40456,1064,31384,17464,,,,48640,1118.28,150036,150036,145794,354,0,11298,148880,109554,1209600,1832,52,16,0,57501.12,10820.16,37702.08,22,74,0,850,13822,31558,30142,21212,11790,4,0,0,22,196,150036,1382,72,2072,6270,9670,26262,61134,2432,84,0,64,132,57970,27676,0,0,0,0,60340,212,46,680,12078,0,0,0,0,0,0,1034,108,62,0,0,984,204,1320,132,0,0,0,0,118290,387.34,192,50316,12930,3352,1398,3622,2818,3646,31060,236,0,0,0
pos,914608,,,,,0,0,0,0,91766,3251646,36028644,22380250,434382,1510,23925834,28358,0,,1138,2874,49940744,43335776,13674062,6391016,,0,0,0,,,0,0,0,0,553462,10145020,32036336,18709398,743982,0,31798,19798,35698,104892,6988848,54113904,893212,42,6,0,19396460,15440462,5612678,4634344,4330222,4378726,5211200,3105026,78770,310,63621896,,,,,23925834,816228,5595070,8011730,377240,309080,262500,196040,914608.49,63621896,63621896,63668834,398286,,,606240,62188198,1209600,,,,,53494283.52,0.0,8666484.48,111616,,0,0,13660,1296260,21331154,35530904,3658090,294294,62732,1104,,,63621896,36754,10828,2425862,6154662,17345966,35374506,835726,3894,0,0,,,,,,,,,,,,,,,,,,,,384422,,,,,,,,,,,,,,0.76,0,8950110,12158038,7712746,4045898,8967380,8574134,6499904,2901102,2351876,27010,,
neg,25324,,,0,0,0,0,0,0,446158,979528,49888,618,0,0,692628,0,0,,2482,4256,1367008,1251616,482086,89250,0,0,0,0,66,90,0,0,0,0,0,0,63330,332666,1080196,0,3636,954,1098,1252,1570,1466988,694,0,0,0,553660,242652,159306,114540,75674,53508,41704,49110,44644,141394,1851758,2588,36,1434,0,692628,15706,327426,153662,330920,0,0,148740,25323.12,1851758,1851758,,9423,18158,,639660,,1209600,0,,,,1256893.44,0.0,217500.48,6,332,0,0,23286,224828,315866,212218,255060,306258,119750,18926,,0,1851758,3010,186,74334,104662,48672,477204,751358,16730,36,0,,,,,,,,,,928,72,,,,,,,,,7724,4278,1634,95613766,482576,48206,7872,847280,166860,49832,29248,0,0,,,502,226608,181774,97170,43202,91214,86640,136692,607180,5712,0,0,0
neg,30238,182,,0,0,0,0,0,0,45880,298696,1113914,440578,5772,0,1041026,0,66,0,0,0,1771660,1594850,462584,125320,0,0,0,0,242,112,0,0,0,0,0,8274,439794,1416144,40628,0,2586,3028,3704,4956,507846,1362784,19934,2,0,0,794418,320392,213890,179368,151066,111210,71266,51428,10872,930,2234758,12,20,194,124,1041026,22780,314374,147568,276020,1310700,1310700,182420,30237.27,2234758,2234758,2204180,10780,18414,99344,1020220,1904840,1209600,48262,,,,1741709.76,0.0,160427.52,,,0,0,5118,178994,666404,844600,196108,11496,2100,20,,14,2234758,1776,378,55244,74216,103432,1491180,171132,7466,16,0,252,1624,1375970,53186,1752,11884,164,0,1587062,1310,140,0,0,0,0,0,0,0,0,12240,18256,3886,0,0,75334,10682,804540,137572,0,0,0,0,237270,,,171528,387386,273500,132676,260380,253548,176914,108302,138652,1954,0,0
pos,310294,2434,2080,0,0,406,36214,440718,3076154,7569996,7509890,3058478,480482,38124,0,9277150,6918,0,0,1014068,1703630,15845130,13386294,5989368,3066212,6,0,0,0,14208,4224,0,0,0,0,0,0,0,4304440,17583608,322414,33114,29134,54446,138118,4691628,17263992,26,2,2,0,6112698,5444424,2284036,1868112,1450188,1109230,892970,1429912,1361530,257362,22851132,866,2680,16360,62,9277150,315142,1548414,4414826,354880,350660,358460,405900,310294.51,22851132,22851132,22824884,178222,31570,83566,1047440,22210462,1209600,487498,0,1280,0,16259254.08,1434163.2,4501450.56,,,62766,1070318,4636914,7873028,6024590,2349028,176974,15240,1604,0,890,930,22851132,11214,2240,3048412,1910446,5680486,11548190,9474,0,0,0,3566,10868,15012228,6265050,614,26482,0,0,16432190,32706,7726,623250,1729590,0,0,0,0,0,0,214242,93626,32540,0,0,446858,71270,1213780,557676,0,0,0,0,51904840,,,6118090,2330610,1385270,766770,2088148,3561494,4342242,1477090,140376,372,0,0
neg,80356,1258,1078,0,0,0,0,0,0,1660,293404,3388310,1298732,79122,6070,2572360,0,0,0,0,0,4642844,4237930,689820,316288,0,0,0,0,2862,480,0,0,0,0,0,93246,1940120,2726164,307768,0,5510,2728,6648,627244,3936200,488962,6,0,0,0,1711074,1176034,446692,337014,280384,259020,350070,506976,34,0,5333502,28,370,202,10,2572360,56180,315334,371522,132580,146280,123260,41660,80355.46,5333502,5333502,5284952,35720,4962,43094,484780,5067298,1209600,133586,0,160,0,4324427.52,0.0,737850.24,0,0,0,0,0,3954,1298652,2782432,920518,53536,7794,412,0,6,5333502,8302,918,69268,439162,252784,2683314,1595930,17570,50,0,1784,1318,4247864,71152,80,21518,0,0,4360620,3510,222,0,0,0,0,0,0,0,0,30612,52782,9784,0,0,116418,24884,93420,31214,0,0,0,0,1606710,2058.78,2102,774170,775750,535852,269420,670424,754296,472886,267488,482690,64322,0,0
neg,101748,18932,16290,0,0,0,0,0,0,3344,112666,11826614,4741620,84604,0,7086524,324226,0,0,0,0,11713932,7532012,5356888,4077962,0,0,867768,0,82412,8506,0,0,0,0,0,0,96588,13024902,3647358,0,6198,4608,3832,1894200,13034044,1825964,2,0,0,0,9666938,2651092,1029180,640920,483304,439774,637248,1220384,8,0,17070816,0,1802,1682,278,7086524,322590,1191414,4154742,403380,427880,383980,30520,101747.72,17070816,17070816,17048006,82582,1057980,5244,127580,16768848,1209600,448660,596,664,0,9465220.8,0.0,7296073.92,0,0,0,0,0,0,331330,8835264,7050812,533406,16984,1052,4622,4684,17070816,7864,980,555010,6294922,552820,5545714,3754242,56784,512,0,41666,18890,5856992,543764,38,40002,468,0,9555172,11586,6926,0,0,0,0,0,0,0,0,205894,48606,10996,0,0,375200,80238,10100220,3431738,0,0,0,0,71747650,1918.4,2214,7348886,5863800,1527446,911684,1042296,56252,10416,4860,3198,10,0,0
neg,280610,0,,0,0,0,0,0,44942,4269128,8311002,3575876,560804,38774,0,8336096,0,60,,137438,202222,15446364,14477676,1593486,855366,0,0,0,0,0,0,0,0,0,7952,34840,49282,253908,10868804,5585736,0,23234,6770,6772,7304,159984,16596042,408,8,0,0,5144176,2631736,1837898,1944184,1406102,1455956,2147834,232634,0,0,17179366,1696,5590,1294,0,8336096,142536,530914,1046462,86780,114100,84740,11700,280609.31,17179366,17179366,17020478,114112,4950992,,210680,16800516,1209600,0,,,,13500618.24,0.0,3283076.16,,,25066,8936,917148,6834276,5360410,2095132,1523980,30036,5404,134,,0,17179366,12844,2326,492322,1601770,964224,9636308,3975820,114584,322,0,,,,,,,,,,11032,586,,,,,,,,,81448,86578,18520,25046850,6096372,330830,50976,7988680,6243948,0,126438,0,0,,,,3417234,1984886,1070832,448898,869458,784812,1121418,2960430,4141780,774,0,0
neg,41160,158,148,0,0,0,0,0,0,326,272478,1957314,232612,2586,0,1006832,0,0,0,0,0,2249780,2051752,232370,173400,0,0,0,0,574,266,0,0,0,0,0,155392,1148666,518312,642946,0,43758,194,534,273924,1994900,152006,0,0,0,0,835504,548518,299212,204806,158976,165020,248704,4576,0,0,2482256,0,454,734,8,1006832,24098,134880,97080,102740,123000,,4220,41159.71,2482256,2482256,2531558,12584,3980,4704,60020,2465316,1209600,66470,2,36,0,2199695.04,0.0,221075.52,0,0,0,0,0,9892,796994,1039464,583116,28872,6202,776,68,80,2482256,44988,306,3034,211376,99450,1972936,132168,1058,0,0,182,680,2122696,237096,0,12524,0,10,2214032,1172,198,0,0,0,0,0,0,0,0,11878,31522,6244,0,0,84016,14290,331020,34128,0,0,0,0,1506380,555.68,596,283150,358588,260964,143210,282668,344196,408440,261066,121874,1160,0,0
neg,1630,2130706432,10,0,0,0,0,0,0,70582,84994,24532,0,0,0,13132,0,0,0,0,0,175360,156618,56594,12882,0,0,0,0,8,20,0,0,0,0,0,0,0,170404,9704,0,278,62,564,604,92,178400,108,0,0,0,121048,18010,9154,8322,6470,5078,3954,2762,1870,3440,232066,0,6,22,2,13132,1550,35514,20572,,,,55600,1630.88,232066,232066,231968,631,0,22762,230980,180476,1209600,2920,2,12,0,86609.28,63251.52,29316.48,8,40,0,0,6326,124704,45834,2460,622,136,26,0,0,18,232066,1546,76,7570,24054,20900,98554,25496,1816,96,0,8,30,88034,124,0,4,0,0,88170,170,122,0,0,530,71528,0,0,0,0,1938,160,298,106188,15130,852,728,445820,44602,4,264,0,8,631680,2.46,198,95312,15688,6932,4022,12076,14138,24978,6404,558,0,0,2
pos,685146,0,,0,0,0,0,0,2450,1034524,15587292,21158568,2300886,28640,70,19548268,8570,48,598,21018,46734,29338052,19124512,11876576,9418004,0,0,0,0,0,0,0,0,0,0,0,2157456,37665462,260370,29138,0,40236,13786,25340,14353086,23517460,2162442,76,0,0,0,6905422,9807764,2060496,1827590,1664260,1618688,2203412,7416194,6016354,592244,41241544,1620,5578,1976,210,19548268,748342,5997728,5865384,498100,504600,486820,23160,685146.88,41241544,41241544,40559090,387582,1168534,58946,46780,40112442,1209600,0,,,,37840318.08,0.0,2214429.12,0,0,0,0,45482,2587036,15426762,18518396,3005332,398190,113718,17508,,0,41241544,44530,10394,2086658,4036698,23271970,9942620,709278,10234,42,0,,,,,,,,,,22722,830,0,0,0,0,0,0,0,0,597826,1191212,180218,0,0,1712636,247496,36646300,9294820,0,1030162,0,0,224505690,19768.28,15536,2391618,7677384,5907306,2986826,5459538,4072492,3491118,2664712,5376848,84584,0,0
neg,35168,1186,1042,0,0,0,0,0,0,178,56086,2002476,410802,8328,0,1045462,0,0,0,0,0,2312508,2084532,248676,174354,0,0,0,0,2738,670,0,0,0,0,0,152934,1156576,1067372,100988,0,2190,356,740,18448,1820808,634642,686,0,0,0,847522,501422,246408,220468,201754,168242,291470,584,0,0,2561670,0,12,40,8,1045462,23420,128594,119342,97460,129140,,17100,35167.63,2561670,2561670,2581268,12589,20964,11196,136840,2477870,1209600,94328,2,76,0,2161033.92,0.0,313368.96,0,0,0,0,0,278,404498,1422738,602136,36346,10234,1640,44,52,2561670,4408,518,4300,233320,84616,1349222,794622,6864,0,0,1954,1934,2053096,17324,0,48,0,38,2180524,2012,246,0,0,0,0,0,0,0,0,13074,34868,11930,0,0,77920,14370,3153820,566422,0,0,0,0,0,863.74,1130,332340,659586,332226,141886,269754,204892,164666,119850,239252,13418,0,0
neg,1862,2130706432,48,0,0,0,0,0,0,1182,75720,31124,0,0,0,43898,0,0,0,0,0,94290,79158,20400,12924,0,0,0,0,66,32,0,0,0,0,0,9812,78224,3636,16354,0,1460,20,28,38,464,105998,18,0,0,0,33052,34112,19766,9218,5302,4716,1668,192,0,0,114726,0,4,66,0,43898,1492,11612,8768,,,,20180,1862.54,114726,114726,119034,420,336,11326,114480,108026,1209600,2092,2,2,0,94059.84,0,12457.92,0,24,0,0,0,40566,58876,7446,878,204,56,0,0,8,114726,1536,24,60,7864,1478,85394,10946,724,0,0,76,74,59596,61472,0,944,0,6,94870,132,28,0,0,0,0,0,0,0,0,752,388,260,0,0,950,312,896740,89832,0,0,0,0,862570,61.92,62,14746,9080,4180,2052,6246,71696,24,2,0,0,0,0
neg,1660,22,,0,0,0,0,0,170,19160,59106,43494,6600,9248,178,51290,0,0,0,2402,10878,147394,135082,44156,5268,0,0,0,0,4,20,0,0,0,0,0,0,0,30474,107482,0,912,316,2336,654,370,8020,121778,2426,1144,0,69240,11136,6170,31256,10166,3878,5884,224,2,0,194108,6,0,0,0,51290,1116,336,43452,,,,43040,1659.7,194108,194108,193280,0,0,18760,192940,138478,1209600,2252,,,,0.0,0.0,0.0,0,120,0,0,9162,30492,68372,11608,6110,11972,240,0,,236,194108,3428,134,96,3220,16608,20792,87902,5776,0,0,,,,,,,,,,542,304,0,28084,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,4,22,0,0,659740,655.18,260,58926,11882,2508,876,2560,3652,6452,49506,1594,0,0,0
neg,25322,0,,0,0,0,0,0,0,13490,303096,1576062,959908,86024,434,1417596,0,0,0,0,0,2559622,2175836,554324,285374,0,0,0,0,0,0,0,0,0,0,0,0,555940,2381598,1476,0,7040,2208,2422,2658,75928,2848672,72,14,0,0,1645840,590062,242154,146762,121134,191420,1642,0,0,0,3115632,0,52,120,416,1417596,58760,169204,382888,217720,195160,,126800,25322.38,3115632,3115632,3136930,13024,147430,61656,681140,2939014,1209600,0,,,,2144641.92,379948.8,406116.48,0,336,0,0,474,65576,576644,1163750,1014012,105632,11792,1134,,864,3115632,12258,1650,120168,458840,232762,1079270,984294,49406,366,0,,,,,,,,,,7350,1038,0,0,186850,447794,0,0,0,0,32292,16534,2936,0,0,96044,15792,6633500,805196,0,0,0,0,1306700,3037.5,3758,831616,1139938,283036,94498,151854,134674,116002,74514,108314,4568,0,0
neg,29776,0,,0,0,0,0,0,0,13720,1051958,1045454,765026,7766,0,1311608,0,0,0,0,0,2461110,2021502,500802,406342,0,0,17270,0,0,0,0,0,0,0,0,0,1722692,1161232,0,0,1658,1184,1044,276818,2123962,477984,1272,2,0,0,1101262,526692,154256,129754,127358,160884,255994,417794,9890,40,2962230,0,230,248,0,1311608,44976,257272,242798,201520,199040,,96340,29776.55,2962230,2962230,2968118,23325,725408,51840,539020,2883924,1209600,0,,,,2232066.24,0.0,649814.4,0,0,0,0,0,22834,373092,1050196,1325354,106664,5284,500,,132,2962230,3006,366,143658,450438,115986,947646,1210454,12042,328,0,,,,,,,,,,3336,138,0,0,0,0,0,0,0,0,26052,28916,5210,0,0,69768,9474,2375840,1066700,0,0,0,0,28776840,784.84,830,662696,987222,383624,149094,269786,206680,146068,49852,28902,0,0,0
neg,2504,2130706434,68,0,0,0,0,0,47204,88722,34084,3202,0,0,0,49088,0,0,0,14636,21718,140244,131698,374534,12770,0,0,0,0,72,98,0,0,0,0,0,0,0,35042,138170,0,308,112,542,1746,1566,14008,153978,162,790,0,99056,51878,14488,4236,1618,1042,468,250,94,82,529558,100,42,140,2,49088,1418,347526,26308,,,,373580,2503.31,529558,529558,560494,792,0,52330,528640,173930,1209600,4076,4,16,0,129712.32,0.0,42888.96,20,70,0,1424,47654,100384,22142,1580,26,2,0,0,12,90,529558,1346,30,3032,7600,33634,125162,2402,6,0,0,156,188,131240,83560,0,24,0,0,131474,244,266,0,0,0,0,0,0,0,0,1528,0,0,65558,8986,2510,438,1034440,103446,442056,698,0,0,1503370,2.8,174,45276,19080,7864,2624,9986,45138,42838,406,0,0,0,0
neg,14,8,6,0,0,0,0,0,0,3712,1270,1154,0,0,0,1520,0,118,0,158,216,6302,5100,11672,346,0,0,0,0,8,22,0,0,0,0,0,0,0,0,6136,0,1188,2,2,0,6,116,4822,0,0,0,4146,534,126,392,140,626,124,48,0,0,18152,0,8,2,0,1520,86,10816,852,,,,11600,14.94,18152,18152,20096,22,0,1752,18100,6154,1209600,218,0,8,0,1553.28,0.0,3431.04,0,12,0,0,3024,1532,1526,54,0,0,0,0,4,20,18152,1192,4,6,10,2708,898,820,498,0,0,6,46,1674,206,0,0,0,0,1674,60,62,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7,18,4698,910,200,48,86,62,76,56,0,0,0,0
neg,3964,22,8,0,0,0,0,0,0,133866,163426,67346,6052,0,0,144678,0,0,0,790,2228,328760,311768,133428,9698,0,0,0,0,82,10,0,0,0,0,0,0,0,337334,33356,0,2414,1822,2406,5842,27066,330788,352,0,0,0,152746,89020,47678,28460,15510,8794,6390,10704,10984,404,463128,240,298,248,0,144678,4298,90368,41554,,,,131720,3964.25,463128,463128,466212,2050,17610,45850,461760,370690,1209600,8180,0,28,0,230098.56,91882.56,47413.44,90,198,0,0,18834,232818,111428,6588,830,192,0,0,8,34,463128,1264,64,36950,35638,157070,138466,1238,0,0,0,10,10,172188,92178,0,788,0,0,236036,556,374,0,0,0,93412,0,0,0,0,2438,1858,322,497604,92374,8636,1290,220900,42284,8310,1214,0,0,0,187.3,202,142400,50552,28844,10772,25792,88374,12484,11138,334,0,0,0
neg,32458,0,,0,0,0,0,0,0,36784,442080,1310226,803962,40764,1442,1353094,0,0,0,246,302,2226166,1862594,510340,298412,0,0,0,0,0,0,0,0,0,0,0,28506,558026,1703720,345006,0,10156,18208,35838,46180,1875620,649250,6,0,0,0,1072120,310776,170258,140234,126120,144068,259926,342026,65014,4716,2737374,186,476,1134,100,1353094,40944,167392,338860,219660,224780,1310700,58640,32458.85,2737374,2737374,2690146,,60926,26002,310940,2635258,1209600,0,,,,2240166.72,0.0,390671.04,,,0,0,4082,194680,761210,1335050,312684,22264,5016,272,,0,2737374,4734,472,113832,156640,171374,1848548,327378,12266,14,0,,,,,,,,,,2048,202,0,0,0,0,0,0,0,0,27900,30962,5534,0,0,77452,10518,3887200,632730,0,0,0,0,3369620,,,406332,788968,349276,176214,403162,325990,135928,44924,2424,2040,0,0
neg,151778,1432,1026,0,0,0,0,0,0,124544,3248670,6855784,1509984,67968,1442,5905902,0,104,0,1036,1634,10953196,9789932,2968238,755014,0,0,2646,0,11456,1328,0,0,0,0,0,258510,6094844,4046146,1408892,0,30444,26510,40928,1001586,8260302,2413456,35164,2,0,0,4562228,1691996,858186,715212,707172,720704,763108,1138726,551294,99766,13927148,644,1412,6368,86,5905902,134574,1947040,1013866,179220,252800,294560,155380,151777.34,13927148,13927148,13646340,85374,181750,32266,574260,11808392,1209600,456758,0,312,0,10136905.92,0,1654625.28,0,0,0,0,4322,694110,3713380,5716228,1495990,149902,31796,2664,2788,2836,13927148,18008,3676,536088,802248,2770542,7112838,547340,17642,10,0,1646,3984,8494240,241526,0,5368,0,0,10280698,12798,964,0,0,0,0,0,0,0,0,83282,197884,29074,0,0,332674,54276,2930500,658936,10243008,13528,0,0,11382930,6378.34,9364,1762548,3342168,1885640,868910,1444556,1013156,639198,368982,474406,8828,0,0
neg,208,62,,0,0,0,0,0,0,718,20378,1634,0,0,0,8710,0,0,0,0,0,22954,19302,7194,1160,0,0,0,0,38,114,0,0,0,0,0,0,0,1658,21072,0,1024,22,34,36,18,21596,0,0,0,0,14038,6952,866,212,46,26,134,392,64,0,30190,2,8,0,0,8710,478,3558,3612,,,,6880,207.48,30190,30190,31236,81,246,2838,29860,22730,1209600,0,,,,14474.88,0.0,7201.92,18432,,0,0,230,16828,4994,632,30,16,0,0,,0,30190,1068,18,1288,2052,896,17088,320,0,0,0,,,,,,,,,,114,26,0,0,0,0,0,0,0,0,330,0,0,8162,2314,670,120,54220,6464,1788,26,0,0,0,0.0,0,8674,6036,1172,384,510,450,208,5296,0,0,0,0
neg,100822,380,302,0,0,0,0,0,0,220,486996,4936028,1770998,82016,1422,3418368,0,0,0,0,0,6452456,5693932,1357748,625836,0,0,0,0,1268,440,0,0,0,0,0,57474,2403498,2610000,2206708,0,5388,2824,5342,145250,5160012,1958754,110,0,0,0,3264398,1327004,654666,510806,427498,350794,321720,420486,308,0,7812344,102,218,2568,22,3418368,114178,767414,587974,226680,198920,197840,68440,100821.19,7812344,7812344,7800892,43614,11414,44046,534000,7277680,1209600,245068,0,410,0,6089895.36,0,1181133.12,0,0,0,0,0,14888,1954104,4251100,986570,59102,11568,348,36,40,7812344,11452,1416,128668,696154,579752,4671668,1161450,27038,82,0,724,926,5801062,600992,128,39380,0,0,6172602,5096,798,0,0,0,0,0,0,0,0,59150,101764,18234,0,0,218860,43392,1119120,167076,0,0,0,0,52292090,2620.14,3364,1245066,1562750,956250,467876,915820,675164,586114,382258,464674,21708,0,0
pos,511552,1208,428,816,5514,0,0,0,37438,807726,146036,7096,420,0,0,15138684,6828,0,0,1263338,1811302,26764892,24422848,5708252,2514518,4,0,0,0,1592,1398,0,0,0,0,0,0,546,266082,732088,0,1294,216,248,530,902,825778,169748,0,0,0,419858,234346,97538,65932,42790,28190,20552,20666,15330,53514,33745938,22534,4578,128306,12,15138684,406000,1894908,3779886,361860,314320,285420,367800,511551.97,33745938,33745938,1101470,5100,11046,38090,991920,999288,1209600,920680,0,734,0,28016703.36,0.0,4240440.0,2,266,0,0,149250,246646,181346,193752,167986,44382,9540,5814,528,962,33745938,1512,224,76808,92384,62360,720330,44514,580,4,0,484,1370,17806460,9421256,0,13234,0,0,18813398,38296,8266,0,0,0,0,0,0,0,0,251946,102576,40574,50929364,7646438,969542,143628,1940040,266214,32894754,403378,0,26,1566250,428.18,486,170910,169590,102474,48008,65134,60038,362590,17528,2444,0,2,0
neg,49918,244,104,0,0,0,0,11022,705894,1968120,295066,8230,114,0,0,465462,0,0,0,134006,207754,932900,940932,480026,91342,2,0,0,0,214,656,0,0,0,0,0,0,213020,2562740,212686,0,7926,5396,8044,10806,119116,2837142,16,0,0,0,517736,1281124,623068,195274,106158,73890,63702,62180,26360,38954,1547170,752,1128,5680,30,465462,14016,364070,115384,403040,,,75520,49917.79,1547170,1547170,4002072,16421,2724,32836,336060,2988446,1209600,58658,0,96,0,2554051.2,0,425354.88,142,1058,0,203720,1628630,995482,131784,21198,6402,1188,42,0,72,86,1547170,3662,454,159456,164402,1331920,1327112,1440,0,0,0,154,958,2533472,1251824,0,1022,0,0,2580376,1872,296,0,0,0,260,0,0,0,0,9318,8780,2590,3555630,584874,78046,10666,91260,18598,3151372,6378,0,0,9920160,1300.36,1400,441572,345972,242308,133690,256462,374756,922290,270144,1244,8,0,0
neg,42376,2130706434,194,0,0,0,0,0,0,8454,514340,1400962,646638,20996,2080,1066426,0,0,0,0,0,2436892,2244648,250576,159872,0,0,0,0,182,96,0,0,0,0,0,34078,1208912,779466,571014,0,1210,972,1220,3198,118916,2467756,198,0,0,0,675652,857192,318696,215844,157352,114746,123850,130138,0,0,2687782,360,380,318,8,1066426,20154,125052,124238,85480,131440,,30100,42375.5,2687782,2687782,2682788,15306,2806,24748,264120,2593470,1209600,71242,2,54,0,2320397.76,0.0,271608.96,0,284,0,0,0,185366,772956,1289788,324510,18366,2398,86,46,98,2687782,2764,362,55140,104782,93380,1743560,576570,16726,176,10,370,240,2312546,22444,0,17518,0,12,2338750,1244,122,0,0,0,0,0,0,0,0,12320,59156,16546,0,0,51326,8306,8766660,902170,340566,2032,0,0,3438410,729.2,814,286296,373376,353900,176148,346594,425254,364800,153588,109876,3638,0,0
neg,27924,1332,946,0,0,0,0,0,0,914,186364,1320744,385232,21526,1912,856408,6288,0,0,0,0,1642938,1357462,390626,242736,0,0,0,0,4000,690,0,0,0,0,0,11922,631812,1078612,194346,0,3694,6226,13462,243462,1339158,307620,3070,0,0,0,554970,476966,160640,118236,93534,78780,155858,273168,4540,0,2033994,568,858,980,2,856408,26310,184942,204404,241560,,,145140,27923.37,2033994,2033994,2034936,15203,12450,78942,820400,1916692,1209600,64912,0,158,0,1701466.56,0.0,213840.0,0,0,0,0,0,48008,345984,1138916,362084,17248,3920,532,172,198,2033994,2978,456,27730,136406,78168,1231716,409708,29230,300,0,2024,2534,1582088,36476,58,1574,0,0,1715952,1814,298,0,0,0,0,0,0,0,0,14326,19134,3282,0,0,59888,9468,250160,127554,1590174,3238,0,0,1907030,884.58,894,229028,458908,255626,124386,268812,238164,169204,77400,89214,5950,0,0
